CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2024,CA-500,Santa Clara County CoC,Unknown,*
2024,CA-501,San Francisco CoC,18-24,1636
2024,CA-501,San Francisco CoC,25-34,3111
2024,CA-501,San Francisco CoC,35-44,3111
2024,CA-501,San Francisco CoC,45-54,2116
2024,CA-501,San Francisco CoC,55-64,1509
2024,CA-501,San Francisco CoC,65+,689
2024,CA-501,San Francisco CoC,Under 18,3876
2024,CA-501,San Francisco CoC,Unknown,31
2024,CA-502,Alameda County CoC,18-24,931
2024,CA-502,Alameda County CoC,25-34,1976
2024,CA-502,Alameda County CoC,35-44,2022
2024,CA-502,Alameda County CoC,45-54,1785
2024,CA-502,Alameda County CoC,55-64,1796
2024,CA-502,Alameda County CoC,65+,908
2024,CA-502,Alameda County CoC,Invalid,*
2024,CA-502,Alameda County CoC,Under 18,2010
2024,CA-502,Alameda County CoC,Unknown,*
2024,CA-503,Sacramento County CoC,18-24,1006
2024,CA-503,Sacramento County CoC,25-34,1374
2024,CA-503,Sacramento County CoC,35-44,1520
2024,CA-503,Sacramento County CoC,45-54,1270
2024,CA-503,Sacramento County CoC,55-64,1317
2024,CA-503,Sacramento County CoC,65+,617
2024,CA-503,Sacramento County CoC,Invalid,*
2024,CA-503,Sacramento County CoC,Under 18,3420
2024,CA-503,Sacramento County CoC,Unknown,*
2024,CA-504,Sonoma County CoC,18-24,258
2024,CA-504,Sonoma County CoC,25-34,383
2024,CA-504,Sonoma County CoC,35-44,490
2024,CA-504,Sonoma County CoC,45-54,461
2024,CA-504,Sonoma County CoC,55-64,513
2024,CA-504,Sonoma County CoC,65+,283
2024,CA-504,Sonoma County CoC,Invalid,*
2024,CA-504,Sonoma County CoC,Under 18,525
2024,CA-505,Contra Costa County CoC,18-24,458
2024,CA-505,Contra Costa County CoC,25-34,955
2024,CA-505,Contra Costa County CoC,35-44,1133
2024,CA-505,Contra Costa County CoC,45-54,964
2024,CA-505,Contra Costa County CoC,55-64,996
2024,CA-505,Contra Costa County CoC,65+,421
2024,CA-505,Contra Costa County CoC,Under 18,1246
2024,CA-506,"Monterey, San Benito Counties CoC",18-24,263
2024,CA-506,"Monterey, San Benito Counties CoC",25-34,381
2024,CA-506,"Monterey, San Benito Counties CoC",35-44,447
2024,CA-506,"Monterey, San Benito Counties CoC",45-54,306
2024,CA-506,"Monterey, San Benito Counties CoC",55-64,305
2024,CA-506,"Monterey, San Benito Counties CoC",65+,180
2024,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2024,CA-506,"Monterey, San Benito Counties CoC",Under 18,655
2024,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2024,CA-507,Marin County CoC,18-24,89
2024,CA-507,Marin County CoC,25-34,198
2024,CA-507,Marin County CoC,35-44,226
2024,CA-507,Marin County CoC,45-54,184
2024,CA-507,Marin County CoC,55-64,227
2024,CA-507,Marin County CoC,65+,135
2024,CA-507,Marin County CoC,Under 18,356
2024,CA-507,Marin County CoC,Unknown,32
2024,CA-508,Santa Cruz County CoC,18-24,99
2024,CA-508,Santa Cruz County CoC,25-34,160
2024,CA-508,Santa Cruz County CoC,35-44,201
2024,CA-508,Santa Cruz County CoC,45-54,135
2024,CA-508,Santa Cruz County CoC,55-64,187
2024,CA-508,Santa Cruz County CoC,65+,139
2024,CA-508,Santa Cruz County CoC,Invalid,*
2024,CA-508,Santa Cruz County CoC,Under 18,449
2024,CA-508,Santa Cruz County CoC,Unknown,*
2024,CA-509,Mendocino County CoC,18-24,44
2024,CA-509,Mendocino County CoC,25-34,114
2024,CA-509,Mendocino County CoC,35-44,160
2024,CA-509,Mendocino County CoC,45-54,130
2024,CA-509,Mendocino County CoC,55-64,122
2024,CA-509,Mendocino County CoC,65+,64
2024,CA-509,Mendocino County CoC,Under 18,202
2024,CA-509,Mendocino County CoC,Unknown,*
2024,CA-510,Stanislaus County CoC,18-24,328
2024,CA-510,Stanislaus County CoC,25-34,625
2024,CA-510,Stanislaus County CoC,35-44,685
2024,CA-510,Stanislaus County CoC,45-54,583
2024,CA-510,Stanislaus County CoC,55-64,570
2024,CA-510,Stanislaus County CoC,65+,211
2024,CA-510,Stanislaus County CoC,Under 18,1085
2024,CA-510,Stanislaus County CoC,Unknown,*
2024,CA-511,San Joaquin County CoC,18-24,445
2024,CA-511,San Joaquin County CoC,25-34,836
2024,CA-511,San Joaquin County CoC,35-44,768
2024,CA-511,San Joaquin County CoC,45-54,515
2024,CA-511,San Joaquin County CoC,55-64,470
2024,CA-511,San Joaquin County CoC,65+,265
2024,CA-511,San Joaquin County CoC,Under 18,2682
2024,CA-511,San Joaquin County CoC,Unknown,*
2024,CA-512,San Mateo County CoC,18-24,308
2024,CA-512,San Mateo County CoC,25-34,700
2024,CA-512,San Mateo County CoC,35-44,842
2024,CA-512,San Mateo County CoC,45-54,724
2024,CA-512,San Mateo County CoC,55-64,878
2024,CA-512,San Mateo County CoC,65+,696
2024,CA-512,San Mateo County CoC,Under 18,972
2024,CA-512,San Mateo County CoC,Unknown,19
2024,CA-513,"Kings, Tulare Counties CoC",18-24,315
2024,CA-513,"Kings, Tulare Counties CoC",25-34,614
2024,CA-513,"Kings, Tulare Counties CoC",35-44,744
2024,CA-513,"Kings, Tulare Counties CoC",45-54,569
2024,CA-513,"Kings, Tulare Counties CoC",55-64,412
2024,CA-513,"Kings, Tulare Counties CoC",65+,152
2024,CA-513,"Kings, Tulare Counties CoC",Under 18,1037
2024,CA-514,"Fresno, Madera Counties CoC",18-24,505
2024,CA-514,"Fresno, Madera Counties CoC",25-34,1381
2024,CA-514,"Fresno, Madera Counties CoC",35-44,1939
2024,CA-514,"Fresno, Madera Counties CoC",45-54,1616
2024,CA-514,"Fresno, Madera Counties CoC",55-64,1338
2024,CA-514,"Fresno, Madera Counties CoC",65+,445
2024,CA-514,"Fresno, Madera Counties CoC",Under 18,1034
2024,CA-514,"Fresno, Madera Counties CoC",Unknown,96
2024,CA-515,Placer County CoC,18-24,171
2024,CA-515,Placer County CoC,25-34,341
2024,CA-515,Placer County CoC,35-44,404
2024,CA-515,Placer County CoC,45-54,344
2024,CA-515,Placer County CoC,55-64,300
2024,CA-515,Placer County CoC,65+,148
2024,CA-515,Placer County CoC,Under 18,239
2024,CA-515,Placer County CoC,Unknown,*
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,118
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,248
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,336
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,228
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,230
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,117
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,371
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,18
2024,CA-517,Napa County CoC,18-24,48
2024,CA-517,Napa County CoC,25-34,115
2024,CA-517,Napa County CoC,35-44,141
2024,CA-517,Napa County CoC,45-54,114
2024,CA-517,Napa County CoC,55-64,123
2024,CA-517,Napa County CoC,65+,43
2024,CA-517,Napa County CoC,Invalid,*
2024,CA-517,Napa County CoC,Under 18,162
2024,CA-518,Solano County CoC,18-24,83
2024,CA-518,Solano County CoC,25-34,222
2024,CA-518,Solano County CoC,35-44,228
2024,CA-518,Solano County CoC,45-54,201
2024,CA-518,Solano County CoC,55-64,212
2024,CA-518,Solano County CoC,65+,117
2024,CA-518,Solano County CoC,Under 18,145
2024,CA-519,Butte County CoC,18-24,302
2024,CA-519,Butte County CoC,25-34,611
2024,CA-519,Butte County CoC,35-44,852
2024,CA-519,Butte County CoC,45-54,552
2024,CA-519,Butte County CoC,55-64,474
2024,CA-519,Butte County CoC,65+,241
2024,CA-519,Butte County CoC,Invalid,*
2024,CA-519,Butte County CoC,Under 18,1100
2024,CA-519,Butte County CoC,Unknown,14
2024,CA-520,Merced County CoC,18-24,156
2024,CA-520,Merced County CoC,25-34,363
2024,CA-520,Merced County CoC,35-44,408
2024,CA-520,Merced County CoC,45-54,299
2024,CA-520,Merced County CoC,55-64,269
2024,CA-520,Merced County CoC,65+,139
2024,CA-520,Merced County CoC,Invalid,*
2024,CA-520,Merced County CoC,Under 18,488
2024,CA-521,Yolo County CoC,18-24,60
2024,CA-521,Yolo County CoC,25-34,106
2024,CA-521,Yolo County CoC,35-44,146
2024,CA-521,Yolo County CoC,45-54,108
2024,CA-521,Yolo County CoC,55-64,111
2024,CA-521,Yolo County CoC,65+,56
2024,CA-521,Yolo County CoC,Under 18,290
2024,CA-522,Humboldt County CoC,18-24,140
2024,CA-522,Humboldt County CoC,25-34,315
2024,CA-522,Humboldt County CoC,35-44,501
2024,CA-522,Humboldt County CoC,45-54,422
2024,CA-522,Humboldt County CoC,55-64,338
2024,CA-522,Humboldt County CoC,65+,155
2024,CA-522,Humboldt County CoC,Under 18,197
2024,CA-522,Humboldt County CoC,Unknown,*
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,22
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,51
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,46
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,35
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,25
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,19
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,137
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2024,CA-524,"Yuba, Sutter Counties CoC",18-24,109
2024,CA-524,"Yuba, Sutter Counties CoC",25-34,280
2024,CA-524,"Yuba, Sutter Counties CoC",35-44,339
2024,CA-524,"Yuba, Sutter Counties CoC",45-54,242
2024,CA-524,"Yuba, Sutter Counties CoC",55-64,222
2024,CA-524,"Yuba, Sutter Counties CoC",65+,105
2024,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2024,CA-524,"Yuba, Sutter Counties CoC",Under 18,604
2024,CA-525,El Dorado County CoC,18-24,33
2024,CA-525,El Dorado County CoC,25-34,53
2024,CA-525,El Dorado County CoC,35-44,67
2024,CA-525,El Dorado County CoC,45-54,52
2024,CA-525,El Dorado County CoC,55-64,81
2024,CA-525,El Dorado County CoC,65+,50
2024,CA-525,El Dorado County CoC,Under 18,88
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,42
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,87
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,90
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,93
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,66
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,69
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,219
2024,CA-527,Tehama County CoC,18-24,27
2024,CA-527,Tehama County CoC,25-34,67
2024,CA-527,Tehama County CoC,35-44,93
2024,CA-527,Tehama County CoC,45-54,89
2024,CA-527,Tehama County CoC,55-64,85
2024,CA-527,Tehama County CoC,65+,42
2024,CA-527,Tehama County CoC,Under 18,120
2024,CA-527,Tehama County CoC,Unknown,42
2024,CA-529,Lake County CoC,18-24,12
2024,CA-529,Lake County CoC,25-34,34
2024,CA-529,Lake County CoC,35-44,48
2024,CA-529,Lake County CoC,45-54,35
2024,CA-529,Lake County CoC,55-64,59
2024,CA-529,Lake County CoC,65+,25
2024,CA-529,Lake County CoC,Under 18,46
2024,CA-529,Lake County CoC,Unknown,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,32
2024,CA-531,Nevada County CoC,18-24,54
2024,CA-531,Nevada County CoC,25-34,147
2024,CA-531,Nevada County CoC,35-44,180
2024,CA-531,Nevada County CoC,45-54,142
2024,CA-531,Nevada County CoC,55-64,148
2024,CA-531,Nevada County CoC,65+,88
2024,CA-531,Nevada County CoC,Under 18,144
2024,CA-531,Nevada County CoC,Unknown,*
2024,CA-600,Los Angeles County CoC,18-24,5744
2024,CA-600,Los Angeles County CoC,25-34,15241
2024,CA-600,Los Angeles County CoC,35-44,15177
2024,CA-600,Los Angeles County CoC,45-54,11463
2024,CA-600,Los Angeles County CoC,55-64,10388
2024,CA-600,Los Angeles County CoC,65+,5221
2024,CA-600,Los Angeles County CoC,Under 18,12520
2024,CA-600,Los Angeles County CoC,Unknown,1601
2024,CA-601,San Diego County CoC,18-24,1426
2024,CA-601,San Diego County CoC,25-34,2902
2024,CA-601,San Diego County CoC,35-44,3444
2024,CA-601,San Diego County CoC,45-54,2918
2024,CA-601,San Diego County CoC,55-64,2955
2024,CA-601,San Diego County CoC,65+,1511
2024,CA-601,San Diego County CoC,Under 18,3954
2024,CA-601,San Diego County CoC,Unknown,113
2024,CA-602,Orange County CoC,18-24,898
2024,CA-602,Orange County CoC,25-34,2271
2024,CA-602,Orange County CoC,35-44,2565
2024,CA-602,Orange County CoC,45-54,2167
2024,CA-602,Orange County CoC,55-64,2190
2024,CA-602,Orange County CoC,65+,1026
2024,CA-602,Orange County CoC,Under 18,2613
2024,CA-602,Orange County CoC,Unknown,1880
2024,CA-603,Santa Barbara County CoC,18-24,234
2024,CA-603,Santa Barbara County CoC,25-34,388
2024,CA-603,Santa Barbara County CoC,35-44,468
2024,CA-603,Santa Barbara County CoC,45-54,418
2024,CA-603,Santa Barbara County CoC,55-64,447
2024,CA-603,Santa Barbara County CoC,65+,261
2024,CA-603,Santa Barbara County CoC,Invalid,*
2024,CA-603,Santa Barbara County CoC,Under 18,540
2024,CA-603,Santa Barbara County CoC,Unknown,36
2024,CA-604,Kern County CoC,18-24,535
2024,CA-604,Kern County CoC,25-34,969
2024,CA-604,Kern County CoC,35-44,1138
2024,CA-604,Kern County CoC,45-54,861
2024,CA-604,Kern County CoC,55-64,740
2024,CA-604,Kern County CoC,65+,281
2024,CA-604,Kern County CoC,Under 18,1458
2024,CA-606,Long Beach CoC (Los Angeles County),18-24,258
2024,CA-606,Long Beach CoC (Los Angeles County),25-34,775
2024,CA-606,Long Beach CoC (Los Angeles County),35-44,971
2024,CA-606,Long Beach CoC (Los Angeles County),45-54,808
2024,CA-606,Long Beach CoC (Los Angeles County),55-64,908
2024,CA-606,Long Beach CoC (Los Angeles County),65+,502
2024,CA-606,Long Beach CoC (Los Angeles County),Under 18,356
2024,CA-606,Long Beach CoC (Los Angeles County),Unknown,36
2024,CA-607,Pasadena CoC (Los Angeles County),18-24,88
2024,CA-607,Pasadena CoC (Los Angeles County),25-34,207
2024,CA-607,Pasadena CoC (Los Angeles County),35-44,209
2024,CA-607,Pasadena CoC (Los Angeles County),45-54,173
2024,CA-607,Pasadena CoC (Los Angeles County),55-64,208
2024,CA-607,Pasadena CoC (Los Angeles County),65+,112
2024,CA-607,Pasadena CoC (Los Angeles County),Under 18,169
2024,CA-607,Pasadena CoC (Los Angeles County),Unknown,32
2024,CA-608,Riverside County CoC,18-24,569
2024,CA-608,Riverside County CoC,25-34,1570
2024,CA-608,Riverside County CoC,35-44,1500
2024,CA-608,Riverside County CoC,45-54,1086
2024,CA-608,Riverside County CoC,55-64,931
2024,CA-608,Riverside County CoC,65+,490
2024,CA-608,Riverside County CoC,Under 18,2378
2024,CA-608,Riverside County CoC,Unknown,88
2024,CA-609,San Bernardino County CoC,18-24,438
2024,CA-609,San Bernardino County CoC,25-34,914
2024,CA-609,San Bernardino County CoC,35-44,1000
2024,CA-609,San Bernardino County CoC,45-54,741
2024,CA-609,San Bernardino County CoC,55-64,704
2024,CA-609,San Bernardino County CoC,65+,356
2024,CA-609,San Bernardino County CoC,Under 18,1942
2024,CA-609,San Bernardino County CoC,Unknown,42
2024,CA-611,Ventura County CoC,18-24,131
2024,CA-611,Ventura County CoC,25-34,265
2024,CA-611,Ventura County CoC,35-44,428
2024,CA-611,Ventura County CoC,45-54,431
2024,CA-611,Ventura County CoC,55-64,527
2024,CA-611,Ventura County CoC,65+,305
2024,CA-611,Ventura County CoC,Invalid,*
2024,CA-611,Ventura County CoC,Under 18,214
2024,CA-611,Ventura County CoC,Unknown,30
2024,CA-612,Glendale CoC (Los Angeles County),18-24,28
2024,CA-612,Glendale CoC (Los Angeles County),25-34,80
2024,CA-612,Glendale CoC (Los Angeles County),35-44,78
2024,CA-612,Glendale CoC (Los Angeles County),45-54,71
2024,CA-612,Glendale CoC (Los Angeles County),55-64,94
2024,CA-612,Glendale CoC (Los Angeles County),65+,64
2024,CA-612,Glendale CoC (Los Angeles County),Under 18,123
2024,CA-613,Imperial County CoC,18-24,104
2024,CA-613,Imperial County CoC,25-34,137
2024,CA-613,Imperial County CoC,35-44,102
2024,CA-613,Imperial County CoC,45-54,51
2024,CA-613,Imperial County CoC,55-64,44
2024,CA-613,Imperial County CoC,65+,34
2024,CA-613,Imperial County CoC,Under 18,697
2024,CA-614,San Luis Obispo County CoC,18-24,163
2024,CA-614,San Luis Obispo County CoC,25-34,378
2024,CA-614,San Luis Obispo County CoC,35-44,467
2024,CA-614,San Luis Obispo County CoC,45-54,389
2024,CA-614,San Luis Obispo County CoC,55-64,329
2024,CA-614,San Luis Obispo County CoC,65+,177
2024,CA-614,San Luis Obispo County CoC,Under 18,626
2024,CA-614,San Luis Obispo County CoC,Unknown,*
